chlorophyll_GFF,datetime,chlorophyll_fluorometer,Location,Latitude,Longitude
5.6,26-Mar-14,3.55,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.6,27-Mar-14,4.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.6,28-Mar-14,4.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.6,29-Mar-14,4.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.6,30-Mar-14,4.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.84,31-Mar-14,3.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.84,1-Apr-14,4.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.84,2-Apr-14,4.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.84,3-Apr-14,4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.84,4-Apr-14,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.84,5-Apr-14,4.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.84,6-Apr-14,4.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.42,7-Apr-14,4.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.42,8-Apr-14,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.42,9-Apr-14,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.42,10-Apr-14,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.42,11-Apr-14,3.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.42,12-Apr-14,5.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.42,13-Apr-14,5.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.74,14-Apr-14,6.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.74,15-Apr-14,6.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.74,16-Apr-14,4.75,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.74,17-Apr-14,3.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.74,18-Apr-14,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.74,19-Apr-14,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.74,20-Apr-14,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.24,21-Apr-14,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.24,22-Apr-14,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.24,23-Apr-14,0.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.24,24-Apr-14,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.24,25-Apr-14,3.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.24,26-Apr-14,6.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.24,27-Apr-14,7.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
12.5,28-Apr-14,6.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
12.5,29-Apr-14,8.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
12.5,30-Apr-14,6.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
12.5,1-May-14,4.45,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
12.5,2-May-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
12.5,3-May-14,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
12.5,4-May-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.8,5-May-14,3.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.8,6-May-14,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.8,7-May-14,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.8,8-May-14,10.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.8,9-May-14,8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.8,10-May-14,5.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.8,11-May-14,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.08,12-May-14,3.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.08,13-May-14,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.08,14-May-14,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.08,15-May-14,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.08,16-May-14,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.08,17-May-14,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.08,18-May-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.17,19-May-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.17,20-May-14,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.17,21-May-14,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.17,22-May-14,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.17,23-May-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.17,24-May-14,3.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.17,25-May-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,26-May-14,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,27-May-14,2.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,28-May-14,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,29-May-14,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,30-May-14,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,31-May-14,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,1-Jun-14,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.37,2-Jun-14,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.37,3-Jun-14,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.37,4-Jun-14,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.37,5-Jun-14,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.37,6-Jun-14,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.37,7-Jun-14,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.37,8-Jun-14,3.45,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.8,9-Jun-14,2.55,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.8,10-Jun-14,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.8,11-Jun-14,3.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.8,12-Jun-14,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.8,13-Jun-14,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.8,14-Jun-14,1.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.8,15-Jun-14,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.93,16-Jun-14,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.93,17-Jun-14,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.93,18-Jun-14,3.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.93,19-Jun-14,3.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.93,20-Jun-14,4.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.93,21-Jun-14,4.25,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.93,22-Jun-14,4.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.3,23-Jun-14,4.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.3,24-Jun-14,4.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.3,25-Jun-14,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.3,26-Jun-14,4.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.3,27-Jun-14,8.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.66,17-Jul-14,3.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.66,18-Jul-14,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.66,19-Jul-14,3.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.66,20-Jul-14,5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9.41,21-Jul-14,6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9.41,22-Jul-14,5.75,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9.41,23-Jul-14,7.35,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9.41,24-Jul-14,7.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9.41,25-Jul-14,5.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9.41,26-Jul-14,5.85,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
9.41,27-Jul-14,8.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.4,28-Jul-14,7.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.4,29-Jul-14,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.4,30-Jul-14,5.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.4,31-Jul-14,6.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.4,1-Aug-14,7.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.4,2-Aug-14,5.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.4,3-Aug-14,6.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.75,4-Aug-14,4.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.75,5-Aug-14,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.75,6-Aug-14,5.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.75,7-Aug-14,5.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.75,8-Aug-14,5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.75,9-Aug-14,4.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.75,10-Aug-14,4.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.99,11-Aug-14,4.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.99,12-Aug-14,5.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.99,13-Aug-14,5.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.99,14-Aug-14,6.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.99,15-Aug-14,6.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.99,16-Aug-14,6.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.99,17-Aug-14,5.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.96,18-Aug-14,5.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.96,19-Aug-14,5.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.96,20-Aug-14,5.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.96,21-Aug-14,12.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.96,22-Aug-14,10.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.96,23-Aug-14,6.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
7.96,24-Aug-14,6.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,25-Aug-14,5.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,26-Aug-14,4.35,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,27-Aug-14,3.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,28-Aug-14,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,29-Aug-14,2.85,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,30-Aug-14,3.25,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,31-Aug-14,2.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,1-Sep-14,0.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,2-Sep-14,3.65,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,3-Sep-14,4.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,4-Sep-14,4.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,5-Sep-14,4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,6-Sep-14,3.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.05,7-Sep-14,3.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.5,11-Sep-14,2.45,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.5,12-Sep-14,3.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.5,13-Sep-14,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.5,14-Sep-14,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.94,15-Sep-14,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.94,16-Sep-14,4.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.94,17-Sep-14,4.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.94,18-Sep-14,3.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.94,19-Sep-14,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.94,20-Sep-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.94,21-Sep-14,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.2,22-Sep-14,3.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.2,23-Sep-14,5.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.2,24-Sep-14,5.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.2,25-Sep-14,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.2,26-Sep-14,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.2,27-Sep-14,7.05,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.2,28-Sep-14,6.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.9,29-Sep-14,6.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.9,30-Sep-14,3.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.9,1-Oct-14,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.9,2-Oct-14,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.9,3-Oct-14,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.9,4-Oct-14,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.9,5-Oct-14,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,6-Oct-14,1.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,7-Oct-14,1.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,8-Oct-14,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,9-Oct-14,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,10-Oct-14,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,11-Oct-14,1.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.87,12-Oct-14,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.63,13-Oct-14,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.63,14-Oct-14,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.63,15-Oct-14,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.63,16-Oct-14,0.65,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.63,17-Oct-14,0.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.63,18-Oct-14,0.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.63,19-Oct-14,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.06,20-Oct-14,3.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.06,21-Oct-14,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.06,22-Oct-14,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.06,23-Oct-14,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.06,24-Oct-14,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.06,25-Oct-14,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.06,26-Oct-14,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.55,27-Oct-14,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.55,28-Oct-14,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.55,29-Oct-14,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.55,30-Oct-14,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.55,31-Oct-14,3.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.55,1-Nov-14,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
2.55,2-Nov-14,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
50.28,3-Nov-14,2.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
50.28,4-Nov-14,3.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
50.28,5-Nov-14,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
50.28,6-Nov-14,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
50.28,7-Nov-14,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
50.28,8-Nov-14,2.75,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
50.28,9-Nov-14,3.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.58,10-Nov-14,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.58,11-Nov-14,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.58,12-Nov-14,4.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.58,13-Nov-14,5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.58,14-Nov-14,5.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.58,15-Nov-14,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
11.58,16-Nov-14,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.19,17-Nov-14,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.19,18-Nov-14,0.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.19,19-Nov-14,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.19,20-Nov-14,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.19,21-Nov-14,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.19,22-Nov-14,3.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
6.19,23-Nov-14,3.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.09,24-Nov-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.09,25-Nov-14,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.09,26-Nov-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.09,27-Nov-14,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.09,28-Nov-14,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.09,29-Nov-14,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
8.09,30-Nov-14,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.17,1-Dec-14,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.17,2-Dec-14,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.17,3-Dec-14,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.17,4-Dec-14,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.17,5-Dec-14,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.17,6-Dec-14,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
5.17,7-Dec-14,2.35,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.13,8-Dec-14,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.13,9-Dec-14,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.13,10-Dec-14,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.13,11-Dec-14,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.13,12-Dec-14,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.13,13-Dec-14,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
3.13,14-Dec-14,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.94,15-Dec-14,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.94,16-Dec-14,0.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.94,17-Dec-14,0.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.85,7-Jan-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.85,8-Jan-15,2.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.85,9-Jan-15,2.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.85,10-Jan-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
0.85,11-Jan-15,0.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.28,12-Jan-15,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.28,13-Jan-15,0.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.28,14-Jan-15,0.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.28,15-Jan-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.28,16-Jan-15,1.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.28,17-Jan-15,1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.28,18-Jan-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,19-Jan-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,20-Jan-15,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,21-Jan-15,1.35,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,22-Jan-15,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,23-Jan-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,24-Jan-15,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,25-Jan-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.16,26-Jan-15,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.16,27-Jan-15,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.16,28-Jan-15,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.16,29-Jan-15,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.16,30-Jan-15,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.16,31-Jan-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.16,1-Feb-15,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.7,2-Feb-15,1.7,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.7,3-Feb-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.7,4-Feb-15,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.7,5-Feb-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.7,6-Feb-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.7,7-Feb-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.7,8-Feb-15,1.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,9-Feb-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,10-Feb-15,1.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,11-Feb-15,1.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,12-Feb-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,13-Feb-15,3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,14-Feb-15,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.56,15-Feb-15,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.85,16-Feb-15,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.85,17-Feb-15,3.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.85,18-Feb-15,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.85,19-Feb-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.85,20-Feb-15,2.1,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.85,21-Feb-15,2.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.85,22-Feb-15,2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.78,23-Feb-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.78,24-Feb-15,1.55,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.78,25-Feb-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.78,26-Feb-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.78,27-Feb-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.78,28-Feb-15,1.9,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
1.78,1-Mar-15,1.3,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.29,2-Mar-15,1.5,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.29,3-Mar-15,2.2,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.29,4-Mar-15,1.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.29,5-Mar-15,2.6,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.29,6-Mar-15,2.8,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
4.29,7-Mar-15,3.4,Santa Cruz Municipal Wharf Shore Station,36.96,-122.02
